Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
DRL23,OUT027,2640.81591797
FDS28,OUT046,904.382568359
FDX24,OUT013,1530.47680664
FDZ02,OUT035,1581.25646973
FDL46,OUT045,1704.77758789
FDS60,OUT027,5259.05664062
NCO06,OUT017,662.729736328
FDO16,OUT035,1423.31652832
FDC60,OUT049,1439.20349121
FDA48,OUT018,3197.02807617
FDZ36,OUT027,4998.66894531
FDK27,OUT045,1997.44506836
FDW23,OUT018,443.912658691
FDM14,OUT018,1570.72912598
FDM14,OUT013,1715.86755371
FDW60,OUT018,2685.53881836
FDE21,OUT013,1942.91760254
NCM42,OUT035,1726.21777344
FDY59,OUT010,273.879486084
DRI49,OUT049,1242.60656738
FDT28,OUT019,401.815673828
FDQ22,OUT018,463.870330811
FDR60,OUT049,1357.86401367
FDC50,OUT019,294.652801514
FDV24,OUT013,2326.3137207
DRF48,OUT010,398.496856689
FDQ47,OUT046,658.107543945
DRN36,OUT049,1542.22021484
NCY06,OUT035,2146.52148438
FDE52,OUT035,1503.94494629
NCB54,OUT045,2033.71081543
NCF31,OUT035,2530.72753906
FDJ08,OUT027,5296.91601562
NCC07,OUT017,1713.27368164
NCD19,OUT027,1686.64685059
FDL46,OUT049,1916.29760742
FDM20,OUT045,3907.07055664
NCI06,OUT010,416.675323486
DRM11,OUT035,4230.38037109
NCH07,OUT018,2333.17822266
FDS23,OUT013,2145.59814453
FDO49,OUT018,597.675109863
FDS35,OUT049,1094.22351074
DRK39,OUT045,1283.24023438
DRI39,OUT049,899.999145508
FDV04,OUT017,2660.73730469
NCN14,OUT035,3163.13793945
FDH08,OUT013,3944.41357422
FDS20,OUT046,3155.42456055
FDV40,OUT049,1170.89770508
FDZ48,OUT010,293.438079834
FDS24,OUT027,3068.89038086
FDK44,OUT049,2885.71044922
FDS48,OUT045,2514.23046875
FDK26,OUT010,587.732666016
FDD23,OUT045,3084.82348633
NCH54,OUT017,2716.53637695
NCP14,OUT010,288.363067627
FDM60,OUT010,114.835502625
FDV24,OUT017,2355.27954102
FDH08,OUT018,3476.54125977
FDS12,OUT027,3320.96826172
FDR39,OUT027,4824.03027344
FDP12,OUT027,1043.78015137
DRF60,OUT027,6108.10644531
FDC09,OUT035,1724.95202637
FDF50,OUT018,2876.43774414
FDG28,OUT035,3983.23071289
NCE19,OUT017,924.337158203
NCM53,OUT010,273.065673828
NCN18,OUT049,1783.04248047
FDF32,OUT035,3204.33251953
FDF11,OUT013,3974.11206055
DRI59,OUT049,3789.68847656
NCG54,OUT035,2783.47631836
FDM44,OUT046,1664.85400391
FDT57,OUT018,3557.66552734
FDV24,OUT046,2326.3137207
FDI50,OUT019,584.633117676
FDS09,OUT035,807.078369141
NCC31,OUT027,3804.09228516
FDQ07,OUT019,571.144348145
FDC22,OUT017,3178.11914062
FDZ56,OUT046,2775.0793457
FDZ40,OUT019,187.802093506
FDS46,OUT027,2980.67333984
DRD24,OUT045,2140.1315918
FDV45,OUT017,3260.07592773
FDL26,OUT045,2460.75439453
FDA56,OUT018,1764.26257324
FDN27,OUT046,1686.28918457
FDM20,OUT049,4002.46582031
FDO16,OUT017,1390.49389648
FDL03,OUT035,3203.74755859
FDE58,OUT046,1865.29907227
FDI02,OUT027,3025.75683594
NCC55,OUT019,100.273193359
FDR03,OUT018,3208.27783203
FDB14,OUT017,1565.74487305
FDR45,OUT013,3968.82568359
NCN07,OUT017,2196.92456055
FDM51,OUT019,190.354598999
FDT52,OUT027,6093.52392578
FDL26,OUT046,2470.50366211
NCZ42,OUT046,3925.76855469
DRI47,OUT019,438.927307129
FDW40,OUT013,2158.30151367
FDN34,OUT046,2901.38623047
FDS01,OUT035,3003.73828125
NCG55,OUT045,1901.34436035
FDC11,OUT035,1373.95739746
FDX35,OUT018,3503.31665039
NCB06,OUT046,2653.69384766
FDR09,OUT019,661.042907715
FDC53,OUT017,1574.45581055
FDY45,OUT013,4062.38793945
FDA22,OUT010,426.007324219
FDE02,OUT035,1558.77526855
FDW21,OUT045,1644.14892578
FDV34,OUT046,1158.70422363
FDS59,OUT049,1683.2845459
NCW17,OUT017,2176.12670898
NCK54,OUT046,1912.67480469
FDG17,OUT019,615.831542969
FDG35,OUT017,2751.04882812
FDD08,OUT010,22.1949882507
NCO07,OUT017,3661.65087891
FDJ10,OUT010,485.830078125
FDW36,OUT017,1702.80786133
FDW21,OUT010,322.638549805
FDY19,OUT017,1960.89916992
DRE03,OUT013,752.249572754
NCC55,OUT049,714.047729492
FDH52,OUT010,118.118141174
FDO09,OUT017,4982.26074219
FDU43,OUT045,3764.29711914
FDX09,OUT010,455.39541626
FDH40,OUT019,212.647460938
FDW58,OUT017,1668.91210938
FDC47,OUT017,3945.44555664
NCR41,OUT035,1584.30578613
DRG49,OUT035,3980.3659668
FDC52,OUT027,3755.58276367
FDY13,OUT046,1166.3536377
FDY35,OUT013,697.49420166
FDI35,OUT017,3263.00366211
NCU18,OUT049,2174.36328125
FDY33,OUT018,2349.20263672
FDC15,OUT027,3982.9296875
FDU01,OUT049,3185.54418945
NCU42,OUT046,2763.12768555
NCV29,OUT018,2602.29467773
NCY30,OUT017,3191.67089844
FDQ46,OUT049,1847.32446289
FDG58,OUT027,3797.71899414
FDK33,OUT017,3614.10449219
NCD07,OUT045,1854.11181641
NCX29,OUT027,3770.68798828
NCT42,OUT013,2439.71875
DRN59,OUT035,822.836730957
FDI44,OUT035,1298.85595703
FDA45,OUT049,2552.78125
FDP31,OUT045,672.670349121
FDY01,OUT046,1782.4609375
FDT09,OUT018,1843.38830566
DRH03,OUT027,2576.17260742
FDA36,OUT018,2725.03930664
NCF31,OUT017,2530.72753906
FDG14,OUT049,2494.82421875
FDG28,OUT027,6093.52392578
FDU14,OUT049,4086.64990234
FDY47,OUT019,347.312530518
FDI56,OUT049,1435.3605957
DRD01,OUT013,891.147888184
FDM22,OUT046,932.869995117
FDH33,OUT013,693.202880859
DRZ24,OUT013,1881.52355957
NCQ38,OUT046,1686.1730957
FDO16,OUT027,2196.68139648
FDU07,OUT027,3837.35571289
NCB07,OUT013,3025.62890625
FDU48,OUT045,2077.79711914
NCM43,OUT045,2664.85595703
FDR31,OUT010,317.905273438
DRK49,OUT018,460.785003662
NCI30,OUT010,502.568969727
DRD60,OUT017,3069.82714844
NCG19,OUT046,3712.70117188
FDH12,OUT035,1699.66235352
FDM32,OUT035,1571.96936035
FDM27,OUT035,2517.59228516
NCU53,OUT027,3779.38452148
NCQ18,OUT046,1622.54309082
FDS10,OUT013,2815.01293945
FDB33,OUT027,4203.19726562
FDI12,OUT013,1374.88293457
NCW42,OUT013,3650.52954102
NCC06,OUT018,1757.6394043
FDW02,OUT017,2228.04907227
NCD43,OUT017,1735.43127441
FDM57,OUT018,983.101013184
FDA58,OUT017,3918.3515625
FDK56,OUT046,3155.42456055
FDP52,OUT045,3807.69067383
FDW20,OUT018,1792.93969727
FDS52,OUT049,1682.50500488
NCT29,OUT018,1713.82885742
NCL54,OUT013,2890.85644531
FDC05,OUT045,3067.02685547
FDF34,OUT035,3175.2746582
FDP03,OUT027,3058.9309082
FDD32,OUT010,231.715133667
FDZ10,OUT045,2117.66674805
FDZ40,OUT035,939.149719238
FDD51,OUT018,472.275146484
NCY30,OUT019,354.465240479
FDP58,OUT017,3506.11474609
FDV49,OUT017,4175.1484375
FDY24,OUT019,290.448913574
NCO55,OUT017,1687.45629883
FDR13,OUT017,1998.70031738
FDS51,OUT017,992.060852051
FDP26,OUT045,1614.74108887
NCB54,OUT027,3326.30395508
FDF32,OUT017,3231.89916992
FDN31,OUT018,2782.33935547
DRM48,OUT017,664.805786133
FDN20,OUT049,2648.17358398
DRL01,OUT046,3863.58032227
FDV56,OUT049,1685.96789551
DRH13,OUT027,2673.78613281
FDA03,OUT017,2518.0690918
FDF47,OUT027,6180.31005859
FDX32,OUT046,2500.68481445
FDX57,OUT049,1564.25170898
NCA30,OUT045,2951.67382812
FDO49,OUT013,809.024291992
FDL04,OUT019,253.185058594
DRM48,OUT035,664.805786133
FDR16,OUT013,3755.75610352
NCC19,OUT018,2822.34814453
NCE42,OUT045,3427.51904297
FDY24,OUT017,1010.94561768
FDH19,OUT049,2795.05517578
FDJ46,OUT013,2846.36694336
FDN45,OUT010,424.472625732
FDY08,OUT035,2108.30615234
FDZ37,OUT035,1421.98986816
NCT30,OUT045,754.194824219
DRY23,OUT018,502.63861084
NCZ30,OUT018,1755.9921875
FDC44,OUT018,1725.29272461
FDB45,OUT035,1532.71105957
FDY04,OUT013,2630.72509766
FDM27,OUT046,2781.40283203
FDZ43,OUT017,4005.29541016
FDT39,OUT019,346.578826904
NCC06,OUT019,326.138458252
FDL15,OUT027,3771.16162109
FDL57,OUT017,4286.42236328
FDU08,OUT046,1564.6829834
FDK40,OUT017,4276.34472656
FDQ12,OUT010,606.555786133
FDS48,OUT017,2570.5378418
FDP09,OUT045,3312.11401367
FDW21,OUT049,1670.34899902
FDY25,OUT035,3069.82714844
DRE13,OUT017,1409.91162109
FDV43,OUT019,60.4549865723
FDD22,OUT045,1798.06958008
FDM46,OUT019,252.077774048
NCO30,OUT010,438.544372559
FDM25,OUT046,2906.61230469
NCN41,OUT049,2071.81762695
FDU24,OUT045,1497.77575684
FDZ50,OUT046,3183.07641602
FDP45,OUT013,4052.91455078
NCM54,OUT045,2058.49853516
FDW10,OUT019,175.231292725
FDP20,OUT017,2135.98706055
FDK32,OUT046,2515.7019043
FDN52,OUT049,1376.1048584
FDM58,OUT045,1839.75549316
FDZ46,OUT027,2985.15429688
NCA18,OUT018,1638.87890625
FDD35,OUT046,2079.46704102
NCK31,OUT035,805.33996582
FDI40,OUT027,2632.33007812
FDT50,OUT019,266.416503906
NCT06,OUT046,2695.95336914
FDT31,OUT035,3187.10717773
FDT45,OUT049,881.332397461
FDT13,OUT045,3155.12060547
FDO50,OUT045,1415.29162598
NCU18,OUT010,402.003845215
NCR54,OUT049,3178.37353516
NCO18,OUT018,2657.7956543
FDU09,OUT045,858.911010742
FDT13,OUT018,2884.08764648
FDE09,OUT046,1868.28564453
NCK53,OUT019,269.75479126
FDG45,OUT049,3527.90893555
DRH15,OUT035,702.18951416
FDO21,OUT019,601.014221191
FDD14,OUT027,5262.32910156
FDC09,OUT046,1673.26428223
FDH45,OUT027,1156.5871582
FDV32,OUT046,1081.30407715
FDG12,OUT035,1948.64245605
FDS32,OUT013,2085.82714844
NCL55,OUT018,3647.86230469
DRE01,OUT035,3934.33251953
DRE15,OUT049,1366.00354004
NCL42,OUT045,3642.09057617
FDP31,OUT013,876.616760254
FDN33,OUT018,1329.4083252
FDZ59,OUT046,2640.85571289
FDE45,OUT010,412.53894043
FDJ07,OUT013,1898.38183594
FDQ45,OUT018,2770.07836914
FDM33,OUT027,5564.20166016
FDO15,OUT010,166.179626465
FDM46,OUT013,1510.41296387
FDR03,OUT045,3518.28662109
FDY49,OUT018,2408.25463867
FDQ60,OUT045,1856.08239746
FDW10,OUT049,2498.24853516
FDO51,OUT049,695.167541504
FDJ40,OUT018,1432.19555664
FDS20,OUT018,2801.91577148
FDU45,OUT013,1912.80505371
FDV02,OUT035,2806.19799805
FDN09,OUT046,3991.85913086
NCM55,OUT027,5255.03564453
FDN23,OUT018,2128.21166992
FDY31,OUT010,282.304504395
FDW03,OUT010,341.528289795
FDD14,OUT046,3022.32104492
FDV23,OUT017,2079.4362793
DRI03,OUT045,2744.2722168
FDN13,OUT035,1632.93151855
FDF45,OUT027,1791.56628418
FDU46,OUT035,1422.28063965
FDB57,OUT049,3703.79541016
FDV12,OUT049,1718.63317871
FDQ58,OUT013,2503.30834961
NCA18,OUT017,1942.13500977
FDH52,OUT049,965.894348145
FDM24,OUT018,2089.61181641
NCP43,OUT027,4740.01953125
NCO18,OUT019,452.330413818
FDM32,OUT017,1474.86157227
NCL07,OUT017,669.544067383
FDK03,OUT013,4088.53808594
FDP59,OUT017,1538.59228516
FDQ24,OUT049,4136.90136719
FDQ16,OUT018,1526.86853027
FDU44,OUT013,2656.55859375
FDH28,OUT010,62.3516082764
FDV28,OUT019,30.3018875122
FDM22,OUT045,878.795898438
FDR56,OUT046,3177.06933594
FDV39,OUT049,3132.91918945
FDU37,OUT019,265.84072876
FDQ11,OUT010,529.623596191
FDX02,OUT045,3687.97583008
NCS42,OUT018,1290.38928223
FDY57,OUT027,2695.40429688
FDB21,OUT049,3921.96777344
FDE28,OUT017,3910.36352539
FDQ55,OUT017,1981.48071289
FDA48,OUT049,3754.05224609
FDZ19,OUT045,2785.21582031
NCC43,OUT045,3858.21875
NCV18,OUT046,1327.49804688
NCA42,OUT018,2287.29150391
FDY45,OUT046,4075.27563477
NCC30,OUT045,2895.55737305
FDM57,OUT013,1252.33435059
FDL09,OUT010,304.240783691
FDB09,OUT027,3369.10205078
FDT44,OUT035,1929.27001953
NCT06,OUT027,4156.19238281
FDX26,OUT049,3193.13110352
FDK32,OUT013,2515.7019043
DRA12,OUT046,2148.18481445
FDO46,OUT010,526.18737793
FDE52,OUT013,1390.13671875
NCH42,OUT045,3823.83813477
FDV08,OUT035,721.678466797
FDB47,OUT018,3121.44433594
FDC28,OUT010,308.661315918
FDD22,OUT046,1881.3112793
FDS07,OUT027,3109.13623047
DRI13,OUT045,3490.90966797
FDG32,OUT018,3293.35571289
FDU14,OUT017,4225.09472656
FDD28,OUT019,221.104522705
NCP41,OUT017,1737.86083984
FDS08,OUT049,2714.56494141
FDX47,OUT045,2604.11230469
FDC53,OUT019,314.075469971
FDQ19,OUT035,4041.37670898
FDL14,OUT045,2476.67382812
FDM33,OUT019,574.992248535
FDA51,OUT045,1849.05419922
FDZ27,OUT018,565.649169922
FDT04,OUT046,674.036193848
DRC13,OUT049,2080.99975586
FDR16,OUT027,5534.82714844
FDQ03,OUT027,6079.14453125
FDE38,OUT035,2776.65258789
DRH23,OUT027,1693.62695312
FDT11,OUT019,486.603881836
FDD09,OUT035,3096.10742188
FDR40,OUT045,1289.09057617
FDX07,OUT017,3292.94970703
FDR07,OUT035,1501.43261719
FDA51,OUT017,1914.35559082
FDT59,OUT019,647.660705566
FDF20,OUT017,3263.00366211
FDR13,OUT045,1876.17565918
FDY26,OUT049,3503.62158203
FDW04,OUT017,2163.44213867
FDK52,OUT017,3886.24633789
FDN60,OUT049,2666.61328125
FDM09,OUT019,438.683746338
FDP46,OUT049,1391.89831543
FDB50,OUT019,286.154663086
NCQ29,OUT049,4209.24365234
FDP16,OUT027,6023.79638672
FDX33,OUT018,2302.11987305
FDP07,OUT010,518.661865234
FDN22,OUT046,3868.05932617
FDF39,OUT049,4141.84667969
FDS21,OUT017,1033.29907227
NCM42,OUT013,1674.5300293
FDK50,OUT019,412.480834961
DRF13,OUT027,3810.49829102
FDH35,OUT018,2259.53222656
FDP60,OUT018,1399.390625
DRJ49,OUT027,3351.82202148
NCT42,OUT019,327.979766846
FDE38,OUT049,2737.88452148
FDI04,OUT049,3168.42919922
NCH54,OUT045,2617.35839844
FDT56,OUT049,920.383972168
DRD15,OUT018,3429.31518555
FDV58,OUT013,2666.46118164
FDP21,OUT049,3195.47705078
FDH05,OUT013,3868.2253418
FDR10,OUT027,4174.32617188
NCP06,OUT045,2235.62109375
FDF33,OUT049,1854.02661133
DRK37,OUT013,3304.74658203
DRH49,OUT045,1302.29162598
FDT58,OUT013,2720.58740234
FDD41,OUT018,1425.45275879
FDP40,OUT018,1514.69006348
FDM51,OUT027,2565.79931641
FDO45,OUT010,283.704711914
FDW33,OUT010,280.19519043
FDY24,OUT045,813.792663574
FDB10,OUT010,573.674072266
FDM40,OUT035,2165.62255859
NCI06,OUT017,3003.36914062
FDW12,OUT019,343.371246338
FDX48,OUT027,3796.12084961
NCW05,OUT027,2772.30957031
FDX27,OUT017,1538.38842773
DRM37,OUT045,3070.16918945
FDA38,OUT045,3469.16699219
FDR36,OUT046,701.854858398
FDZ45,OUT046,3171.81176758
FDG05,OUT017,2641.16088867
FDK28,OUT013,4166.99511719
FDV47,OUT045,1323.47668457
FDN21,OUT045,2505.19433594
FDP20,OUT027,3361.37182617
FDI35,OUT045,3128.84033203
DRY23,OUT013,683.416687012
FDA56,OUT017,2105.04467773
FDB09,OUT013,2058.89819336
NCO26,OUT027,2924.84472656
FDQ49,OUT018,2095.81396484
FDI52,OUT027,3230.72021484
FDZ44,OUT027,3033.53344727
FDZ09,OUT018,2357.49291992
FDY03,OUT049,1931.01904297
NCG42,OUT017,2196.92456055
DRI13,OUT027,5594.40136719
FDQ32,OUT013,2073.38525391
FDW16,OUT035,1481.30212402
FDU27,OUT046,758.217102051
FDR28,OUT010,449.143035889
FDQ49,OUT010,280.282836914
FDS37,OUT046,1909.6463623
FDW26,OUT018,3070.26123047
FDX12,OUT018,3500.01367188
NCP06,OUT013,2439.56762695
FDW45,OUT010,363.738037109
NCN30,OUT049,1552.27502441
FDN24,OUT049,868.884643555
NCL41,OUT027,1043.01635742
FDR02,OUT019,316.250152588
FDD09,OUT010,492.143768311
FDS33,OUT010,250.973724365
FDU22,OUT045,1985.75427246
FDI53,OUT013,2642.92651367
DRH01,OUT049,2897.76879883
FDX32,OUT013,2158.30151367
NCP30,OUT018,475.966522217
FDB60,OUT045,3112.50488281
FDB14,OUT049,1523.11230469
NCP02,OUT035,934.332824707
FDJ10,OUT017,2188.09790039
FDG34,OUT046,1783.34936523
NCB18,OUT017,1407.5032959
FDM16,OUT049,1169.03320312
FDW25,OUT018,1122.98193359
FDB35,OUT010,258.530914307
DRN11,OUT013,2136.65673828
FDF41,OUT019,536.373596191
FDH16,OUT045,1357.28771973
NCQ50,OUT018,3074.42016602
DRH23,OUT018,714.223876953
DRJ37,OUT013,2512.34228516
DRJ24,OUT027,5119.39648438
FDY16,OUT035,3166.00268555
FDQ27,OUT045,1706.58447266
FDZ33,OUT045,2433.56860352
FDF29,OUT045,2136.54882812
FDA08,OUT049,2544.99438477
FDG31,OUT046,1101.2467041
FDE34,OUT019,513.694335938
NCR30,OUT027,2109.67260742
FDV33,OUT035,4021.54785156
DRZ24,OUT018,1708.2878418
NCL54,OUT035,2919.82226562
FDR12,OUT049,2921.66381836
NCC54,OUT046,3812.51245117
DRN59,OUT013,797.746765137
FDX50,OUT019,272.708496094
FDV31,OUT027,4836.10351562
NCA29,OUT027,4721.66210938
FDW60,OUT049,2909.29882812
FDX08,OUT017,3289.28393555
DRD49,OUT013,3860.56225586
FDD33,OUT046,3859.35351562
FDW35,OUT013,700.358520508
FDJ36,OUT017,1684.31396484
FDV51,OUT035,2824.46704102
FDW36,OUT046,1651.12011719
FDH35,OUT046,2535.22045898
NCS30,OUT027,3033.57006836
FDN49,OUT017,689.956298828
FDL08,OUT018,3512.03344727
FDI09,OUT013,4098.75097656
FDP19,OUT018,1827.40759277
FDU21,OUT010,-73.0653915405
NCP41,OUT045,1649.83764648
FDY10,OUT013,1896.50537109
FDP12,OUT018,438.98928833
NCN26,OUT049,1902.98950195
FDK44,OUT013,2872.79101562
FDC28,OUT049,1671.91833496
FDJ41,OUT027,6018.93652344
NCT29,OUT035,2110.58544922
NCH42,OUT019,567.010620117
FDU60,OUT018,2341.86181641
FDS02,OUT045,3075.81347656
FDC51,OUT046,2019.00561523
FDU03,OUT013,3043.2512207
FDX39,OUT045,3468.2409668
NCY05,OUT010,34.4123573303
NCL06,OUT027,6066.43212891
FDD32,OUT035,1353.00524902
NCN41,OUT045,2022.56225586
NCX53,OUT049,2142.72167969
FDU57,OUT019,376.764007568
FDQ23,OUT046,1683.74353027
FDQ52,OUT045,3978.42431641
FDC14,OUT045,668.35760498
FDY09,OUT035,2982.27954102
FDQ28,OUT045,2470.35644531
FDV25,OUT046,3769.04418945
FDJ07,OUT035,1958.99328613
DRB25,OUT049,1671.40979004
FDK52,OUT019,464.717193604
FDY52,OUT027,1779.84423828
FDB28,OUT046,3114.08959961
FDT36,OUT035,664.805786133
FDV25,OUT017,3858.69116211
NCN07,OUT027,3336.06494141
FDC57,OUT017,3188.72436523
FDQ03,OUT018,3469.27954102
FDU23,OUT017,2842.54052734
NCX41,OUT035,3616.99291992
NCD06,OUT035,806.83392334
FDW08,OUT045,1616.14782715
NCU29,OUT017,2564.13183594
NCE06,OUT013,2464.48291016
FDV52,OUT010,283.877838135
FDB02,OUT017,2948.48022461
NCR18,OUT045,641.036376953
FDK16,OUT049,1535.6875
NCQ29,OUT010,813.237670898
FDZ01,OUT019,316.940216064
FDW27,OUT035,2596.67163086
FDD17,OUT018,3487.43139648
FDW39,OUT013,2877.61035156
DRH59,OUT045,1109.73864746
FDS52,OUT013,1669.58557129
FDU40,OUT027,5801.16162109
NCF54,OUT013,2826.19165039
FDH46,OUT045,1638.8371582
NCP14,OUT049,1671.91833496
FDH50,OUT049,3325.36938477
DRF15,OUT010,338.653808594
FDV27,OUT027,2412.60620117
NCJ06,OUT049,2000.81652832
FDN02,OUT018,3155.36743164
FDQ51,OUT049,803.134521484
FDQ07,OUT017,3816.92993164
FDS45,OUT049,1781.40576172
NCJ06,OUT045,2034.12243652
FDD36,OUT035,1985.68164062
FDY25,OUT045,3128.84033203
FDU52,OUT046,2479.04003906
DRK47,OUT017,3953.53222656
NCL30,OUT017,2148.79418945
FDN22,OUT035,4028.77026367
NCF30,OUT027,3294.18286133
FDK03,OUT035,4267.25537109
FDT45,OUT017,952.990905762
NCC54,OUT027,6003.44238281
FDP08,OUT018,2826.47924805
FDU44,OUT046,2667.71362305
DRG39,OUT035,891.68182373
FDU32,OUT049,2080.43481445
FDY27,OUT049,2897.66333008
NCP54,OUT013,2090.00268555
NCZ41,OUT049,2061.62280273
DRL49,OUT013,2161.44384766
FDI05,OUT018,1144.82507324
FDY56,OUT045,3809.0612793
DRC13,OUT013,2068.08032227
NCV29,OUT017,2957.53051758
FDR24,OUT049,1437.71679688
FDZ34,OUT018,2794.66455078
FDP37,OUT035,2095.97045898
FDX08,OUT027,4942.30078125
FDS57,OUT045,2138.26806641
NCG18,OUT049,1745.93310547
FDK25,OUT018,2396.87207031
FDH53,OUT049,1266.33642578
DRI59,OUT018,3336.38867188
FDA52,OUT046,2875.65576172
FDT20,OUT010,100.273193359
FDE36,OUT019,567.409606934
FDI24,OUT017,2940.03491211
FDB28,OUT018,2809.5390625
FDV11,OUT017,2897.89990234
FDP01,OUT046,2426.23217773
FDD34,OUT027,4124.56933594
FDJ50,OUT027,1393.11071777
FDZ44,OUT013,1903.96850586
DRO59,OUT035,1089.26867676
DRB48,OUT045,628.127502441
FDR21,OUT018,2479.75732422
NCE42,OUT010,1287.55432129
FDO23,OUT046,1479.7097168
NCE30,OUT018,3150.94018555
FDQ22,OUT035,688.710693359
FDY01,OUT045,1746.12548828
FDS08,OUT017,2892.78881836
FDG28,OUT018,3519.05688477
FDQ51,OUT018,578.865783691
FDB05,OUT017,4172.87255859
FDO56,OUT049,1915.24145508
FDE02,OUT018,1283.34802246
FDN45,OUT017,3722.7421875
FDS09,OUT013,784.259033203
NCA54,OUT018,2692.35644531
FDP09,OUT010,438.296020508
FDC53,OUT045,1585.68200684
NCM55,OUT017,3231.89916992
FDL09,OUT018,2333.47827148
FDA11,OUT019,273.879486084
FDA50,OUT045,1485.04296875
FDC23,OUT017,3039.08251953
FDE22,OUT049,2660.54882812
FDD23,OUT046,3167.29931641
NCA29,OUT049,2940.1496582
FDK38,OUT046,2465.27172852
DRC13,OUT046,2068.08032227
NCP43,OUT049,2917.27783203
FDX28,OUT049,1690.05334473
FDF08,OUT049,1437.71679688
FDZ33,OUT046,2469.90405273
FDD10,OUT049,2808.70263672
FDO58,OUT017,2672.52172852
FDI50,OUT017,4010.33740234
FDO58,OUT045,2517.29931641
FDX08,OUT013,3044.41992188
NCK17,OUT010,34.6683425903
FDF39,OUT035,4303.57080078
FDU45,OUT010,323.488983154
NCJ18,OUT018,1694.55932617
DRC27,OUT019,608.43536377
